gene	transcript	entrez	ensemblGene	ensemblTranscript	chrom	start	end	strand
TKT	NM_001064.4	7086	ENSG00000163931.17	ENST00000462138.6	chr3	53224712	53256022	-
ICAM5	NM_003259.4	7087	ENSG00000105376.5	ENST00000221980.5	chr19	10289952	10296778	+
TLE1	NM_005077.5	7088	ENSG00000196781.16	ENST00000376499.8	chr9	81583683	81689547	-
TLE2	NM_003260.5	7089	ENSG00000065717.16	ENST00000262953.11	chr19	2997644	3029280	-
TLE3	NM_001105192.3	7090	ENSG00000140332.18	ENST00000451782.7	chr15	70047790	70097917	-
TLE4	NM_007005.6	7091	ENSG00000106829.21	ENST00000376552.8	chr9	79571965	79726882	+
TLL1	NM_012464.5	7092	ENSG00000038295.8	ENST00000061240.7	chr4	165873237	166104457	+
TLL2	NM_012465.4	7093	ENSG00000095587.9	ENST00000357947.4	chr10	96364608	96513926	-
TLN1	NM_006289.4	7094	ENSG00000137076.22	ENST00000314888.10	chr9	35696948	35732195	-
SEC62	NM_003262.4	7095	ENSG00000008952.17	ENST00000337002.9	chr3	169966807	169998373	+
TLR1	NM_003263.4	7096	ENSG00000174125.9	ENST00000308979.7	chr4	38796255	38804791	-
TLR2	NM_001318789.2	7097	ENSG00000137462.10	ENST00000642700.2	chr4	153684280	153706260	+
TLR3	NM_003265.3	7098	ENSG00000164342.14	ENST00000296795.8	chr4	186069156	186088073	+
TLR4	NM_138554.5	7099	ENSG00000136869.16	ENST00000355622.8	chr9	117704403	117724735	+
TLR5	NM_003268.6	7100	ENSG00000187554.15	ENST00000642603.2	chr1	223109404	223143248	-
NR2E1	NM_003269.5	7101	ENSG00000112333.12	ENST00000368986.9	chr6	108166022	108188805	+
TSPAN7	NM_004615.4	7102	ENSG00000156298.13	ENST00000378482.7	chr23	38561542	38688918	+
TSPAN8	NM_004616.3	7103	ENSG00000127324.9	ENST00000247829.8	chr12	71125096	71157999	-
TM4SF4	NM_004617.4	7104	ENSG00000169903.7	ENST00000305354.5	chr3	149474697	149503394	+
TSPAN6	NM_003270.4	7105	ENSG00000000003.16	ENST00000373020.9	chr23	100627108	100636806	-
TSPAN4	NM_003271.5	7106	ENSG00000214063.12	ENST00000397397.7	chr11	842852	867111	+
GPR137B	NM_003272.4	7107	ENSG00000077585.14	ENST00000366592.8	chr1	236142539	236208907	+
TM7SF2	NM_003273.6	7108	ENSG00000149809.17	ENST00000279263.14	chr11	65111872	65116230	+
TRAPPC10	NM_003274.5	7109	ENSG00000160218.13	ENST00000291574.9	chr21	44012309	44106552	+
TMF1	NM_007114.3	7110	ENSG00000144747.17	ENST00000398559.7	chr3	69019827	69052333	-
TMOD1	NM_003275.4	7111	ENSG00000136842.14	ENST00000259365.9	chr9	97501666	97601743	+
TMPO	NM_001032283.3	7112	ENSG00000120802.15	ENST00000556029.6	chr12	98515590	98550351	+
TMPRSS2	NM_005656.4	7113	ENSG00000184012.14	ENST00000332149.10	chr21	41464305	41508158	-
TMSB4X	NM_021109.4	7114	ENSG00000205542.11	ENST00000451311.7	chr23	12975110	12977223	+
CLDN5	NM_001363066.2	7122	ENSG00000184113.10	ENST00000618236.2	chr22	19523027	19524410	-
CLEC3B	NM_003278.3	7123	ENSG00000163815.6	ENST00000296130.5	chr3	45026303	45036071	+
TNF	NM_000594.4	7124	ENSG00000232810.5	ENST00000449264.3	chr6	31575565	31578336	+
TNNC2	NM_003279.3	7125	ENSG00000101470.10	ENST00000372555.8	chr20	45823214	45827312	-
TNFAIP1	NM_021137.5	7126	ENSG00000109079.10	ENST00000226225.7	chr17	28335761	28347009	+
TNFAIP2	NM_006291.4	7127	ENSG00000185215.11	ENST00000560869.6	chr14	103123461	103137439	+
TNFAIP3	NM_001270508.2	7128	ENSG00000118503.18	ENST00000612899.5	chr6	137867259	137883312	+
TNFAIP6	NM_007115.4	7130	ENSG00000123610.5	ENST00000243347.5	chr2	151357592	151380046	+
TNFRSF1A	NM_001065.4	7132	ENSG00000067182.9	ENST00000162749.7	chr12	6328771	6342076	-
TNFRSF1B	NM_001066.3	7133	ENSG00000028137.19	ENST00000376259.7	chr1	12166991	12209220	+
TNNC1	NM_003280.3	7134	ENSG00000114854.8	ENST00000232975.8	chr3	52451100	52454041	-
TNNI1	NM_003281.4	7135	ENSG00000159173.20	ENST00000361379.9	chr1	201403784	201421730	-
TNNI2	NM_003282.4	7136	ENSG00000130598.17	ENST00000381911.6	chr11	1838981	1841678	+
TNNI3	NM_000363.5	7137	ENSG00000129991.14	ENST00000344887.10	chr19	55151767	55157732	-
TNNT1	NM_003283.6	7138	ENSG00000105048.18	ENST00000588981.6	chr19	55132698	55149206	-
TNNT2	NM_001276345.2	7139	ENSG00000118194.22	ENST00000656932.1	chr1	201359014	201377680	-
TNNT3	NM_006757.4	7140	ENSG00000130595.20	ENST00000278317.11	chr11	1919703	1938702	+
TNP1	NM_003284.4	7141	ENSG00000118245.2	ENST00000236979.2	chr2	216859458	216860064	-
TNP2	NM_005425.5	7142	ENSG00000178279.4	ENST00000312693.4	chr16	11267857	11269325	-
TNR	NM_003285.3	7143	ENSG00000116147.19	ENST00000367674.7	chr1	175315194	175743595	-
TNS1	NM_001387777.1	7145	ENSG00000079308.21	ENST00000682258.1	chr2	217799791	218002995	-
TNXB	NM_001365276.2	7148	ENSG00000168477.21	ENST00000644971.2	chr6	32041153	32109338	-
TOP1	NM_003286.4	7150	ENSG00000198900.7	ENST00000361337.3	chr20	41028822	41124487	+
TOP2A	NM_001067.4	7153	ENSG00000131747.15	ENST00000423485.6	chr17	40388525	40417896	-
TOP2B	NM_001330700.2	7155	ENSG00000077097.17	ENST00000264331.9	chr3	25597984	25664907	-
TOP3A	NM_004618.5	7156	ENSG00000177302.16	ENST00000321105.10	chr17	18271428	18314994	-
TP53	NM_000546.6	7157	ENSG00000141510.19	ENST00000269305.9	chr17	7668421	7687490	-
TP53BP1	NM_001141980.3	7158	ENSG00000067369.14	ENST00000382044.9	chr15	43403061	43493156	-
TP53BP2	NM_001031685.3	7159	ENSG00000143514.18	ENST00000343537.12	chr1	223779893	223845947	-
TP73	NM_005427.4	7161	ENSG00000078900.16	ENST00000378295.9	chr1	3652516	3736201	+
TPBG	NM_001376922.1	7162	ENSG00000146242.9	ENST00000369750.4	chr6	82363817	82367420	+
TPD52	NM_001025253.3	7163	ENSG00000076554.16	ENST00000518937.6	chr8	80034745	80171564	-
TPD52L1	NM_003287.4	7164	ENSG00000111907.21	ENST00000534000.6	chr6	125153773	125264407	+
TPD52L2	NM_003288.4	7165	ENSG00000101150.18	ENST00000346249.9	chr20	63865270	63891538	+
TPH1	NM_004179.3	7166	ENSG00000129167.11	ENST00000682019.1	chr11	18017555	18046269	-
TPI1	NM_000365.6	7167	ENSG00000111669.15	ENST00000396705.10	chr12	6867531	6870948	+
TPM1	NM_001018005.2	7168	ENSG00000140416.26	ENST00000403994.9	chr15	63042747	63066178	+
TPM2	NM_003289.4	7169	ENSG00000198467.16	ENST00000645482.3	chr9	35682932	35689925	-
TPM3	NM_152263.4	7170	ENSG00000143549.22	ENST00000651641.1	chr1	154161813	154192100	-
TPM4	NM_003290.3	7171	ENSG00000167460.18	ENST00000643579.2	chr19	16076495	16103002	+
TPMT	NM_000367.5	7172	ENSG00000137364.5	ENST00000309983.5	chr6	18128311	18155077	-
TPO	NM_001206744.2	7173	ENSG00000115705.22	ENST00000329066.9	chr2	1413463	1543673	+
TPP2	NM_001330588.2	7174	ENSG00000134900.13	ENST00000376052.5	chr13	102596986	102679958	+
TPR	NM_003292.3	7175	ENSG00000047410.14	ENST00000367478.9	chr1	186311652	186375253	-
TPSAB1	NM_003294.4	7177	ENSG00000172236.19	ENST00000338844.8	chr16	1240705	1242554	+
TPT1	NM_003295.4	7178	ENSG00000133112.17	ENST00000530705.6	chr13	45333471	45341183	-
TPTE	NM_199261.4	7179	ENSG00000274391.5	ENST00000618007.5	chr21	10521583	10605716	+
CRISP2	NM_003296.4	7180	ENSG00000124490.14	ENST00000339139.5	chr6	49692359	49713543	-
NR2C1	NM_003297.4	7181	ENSG00000120798.17	ENST00000333003.10	chr12	95020229	95073618	-
NR2C2	NM_001291694.2	7182	ENSG00000177463.16	ENST00000425241.6	chr3	14947583	15049273	+
HSP90B1	NM_003299.3	7184	ENSG00000166598.16	ENST00000299767.10	chr12	103930410	103947926	+
TRAF1	NM_005658.5	7185	ENSG00000056558.11	ENST00000373887.8	chr9	120902393	120926796	-
TRAF2	NM_021138.4	7186	ENSG00000127191.19	ENST00000247668.7	chr9	136886516	136926607	+
TRAF3	NM_145725.3	7187	ENSG00000131323.17	ENST00000392745.8	chr14	102777449	102911500	+
TRAF5	NM_001033910.3	7188	ENSG00000082512.15	ENST00000261464.10	chr1	211326833	211374946	+
TRAF6	NM_004620.4	7189	ENSG00000175104.15	ENST00000526995.6	chr11	36483769	36510272	-
TRH	NM_007117.5	7200	ENSG00000170893.4	ENST00000302649.4	chr3	129974720	129977935	+
TRHR	NM_003301.7	7201	ENSG00000174417.3	ENST00000518632.2	chr8	109086585	109121565	+
CCT3	NM_005998.5	7203	ENSG00000163468.15	ENST00000295688.8	chr1	156308968	156338292	-
TRIO	NM_007118.4	7204	ENSG00000038382.23	ENST00000344204.9	chr5	14143342	14510204	+
TRIP6	NM_003302.3	7205	ENSG00000087077.14	ENST00000200457.9	chr7	100867387	100873454	+
TRO	NM_001039705.3	7216	ENSG00000067445.22	ENST00000173898.12	chr23	54920824	54931431	+
TRPC1	NM_001251845.2	7220	ENSG00000144935.17	ENST00000476941.6	chr3	142724034	142807888	+
TRPC3	NM_001130698.2	7222	ENSG00000138741.11	ENST00000379645.8	chr4	121874481	121952060	-
TRPC4	NM_016179.4	7223	ENSG00000133107.15	ENST00000379705.8	chr13	37632063	37869772	-
TRPC5	NM_012471.3	7224	ENSG00000072315.4	ENST00000262839.3	chr23	111768011	112082776	-
TRPC6	NM_004621.6	7225	ENSG00000137672.13	ENST00000344327.8	chr11	101451564	101584007	-
TRPM2	NM_003307.4	7226	ENSG00000142185.18	ENST00000397928.6	chr21	44353621	44442644	+
TRPS1	NM_014112.5	7227	ENSG00000104447.13	ENST00000395715.8	chr8	115408496	115668975	-
TSN	NM_004622.3	7247	ENSG00000211460.12	ENST00000389682.8	chr2	121755651	121767853	+
TSC1	NM_000368.5	7248	ENSG00000165699.16	ENST00000298552.9	chr9	132891349	132944616	-
TSC2	NM_000548.5	7249	ENSG00000103197.20	ENST00000219476.9	chr16	2047985	2089491	+
TSG101	NM_006292.4	7251	ENSG00000074319.13	ENST00000251968.4	chr11	18480311	18526942	-
TSHB	NM_000549.5	7252	ENSG00000134200.4	ENST00000256592.3	chr1	115029826	115034302	+
TSHR	NM_000369.5	7253	ENSG00000165409.18	ENST00000298171.7	chr14	80955621	81146306	+
TSNAX	NM_005999.3	7257	ENSG00000116918.15	ENST00000366639.9	chr1	231528669	231566524	+
TSPY1	NM_003308.4	7258	ENSG00000258992.7	ENST00000451548.6	chr24	9466955	9469749	+
TSPYL1	NM_003309.4	7259	ENSG00000189241.8	ENST00000368608.4	chr6	116274858	116279930	-
EIPR1	NM_003310.5	7260	ENSG00000032389.13	ENST00000382125.9	chr2	3188970	3377818	-
PHLDA2	NM_003311.4	7262	ENSG00000181649.9	ENST00000314222.5	chr11	2928273	2929420	-
TST	NM_003312.6	7263	ENSG00000128311.14	ENST00000249042.8	chr22	37010865	37019447	-
GFUS	NM_003313.4	7264	ENSG00000104522.16	ENST00000425753.7	chr8	143612618	143617549	-
TTC1	NM_003314.3	7265	ENSG00000113312.12	ENST00000231238.10	chr5	160009139	160065543	+
DNAJC7	NM_003315.4	7266	ENSG00000168259.17	ENST00000457167.9	chr17	41976435	42017439	-
TTC3	NM_001330683.2	7267	ENSG00000182670.14	ENST00000418766.6	chr21	37073254	37203107	+
TTC4	NM_004623.5	7268	ENSG00000243725.7	ENST00000371281.4	chr1	54715861	54742657	+
TTF1	NM_007344.4	7270	ENSG00000125482.13	ENST00000334270.3	chr9	132375548	132406840	-
TTK	NM_003318.5	7272	ENSG00000112742.10	ENST00000369798.7	chr6	80004649	80042527	+
TTN	NM_001267550.2	7273	ENSG00000155657.29	ENST00000589042.5	chr2	178525989	178807423	-
TTPA	NM_000370.3	7274	ENSG00000137561.5	ENST00000260116.5	chr8	63059488	63086053	-
TUB	NM_177972.3	7275	ENSG00000166402.9	ENST00000299506.3	chr11	8081211	8106243	+
TTR	NM_000371.4	7276	ENSG00000118271.12	ENST00000237014.8	chr18	31591877	31598821	+
TUBA4A	NM_006000.3	7277	ENSG00000127824.15	ENST00000248437.9	chr2	219249710	219253918	-
TUBA3C	NM_006001.3	7278	ENSG00000198033.13	ENST00000400113.8	chr13	19173772	19181824	-
TUBB2A	NM_001069.3	7280	ENSG00000137267.7	ENST00000333628.4	chr6	3153666	3157544	-
TUBG1	NM_001070.5	7283	ENSG00000131462.9	ENST00000251413.8	chr17	42609683	42615238	+
TUFM	NM_003321.5	7284	ENSG00000178952.11	ENST00000313511.8	chr16	28842411	28846348	-
TUFT1	NM_020127.3	7286	ENSG00000143367.17	ENST00000368849.8	chr1	151540309	151583583	+
TULP1	NM_003322.6	7287	ENSG00000112041.13	ENST00000229771.11	chr6	35497874	35512896	-
TULP2	NM_003323.3	7288	ENSG00000104804.9	ENST00000221399.8	chr19	48880967	48898744	-
TULP3	NM_003324.5	7289	ENSG00000078246.17	ENST00000448120.7	chr12	2890891	2941138	+
HIRA	NM_003325.4	7290	ENSG00000100084.14	ENST00000263208.5	chr22	19330698	19431733	-
TWIST1	NM_000474.4	7291	ENSG00000122691.13	ENST00000242261.6	chr7	19115468	19117636	-
TNFSF4	NM_003326.5	7292	ENSG00000117586.12	ENST00000281834.4	chr1	173183731	173207331	-
TNFRSF4	NM_003327.4	7293	ENSG00000186827.12	ENST00000379236.4	chr1	1211340	1214153	-
TXK	NM_003328.3	7294	ENSG00000074966.12	ENST00000264316.9	chr4	48066393	48134250	-
TXN	NM_003329.4	7295	ENSG00000136810.13	ENST00000374517.6	chr9	110243810	110256507	-
TXNRD1	NM_001093771.3	7296	ENSG00000198431.18	ENST00000525566.6	chr12	104215779	104350307	+
TYK2	NM_003331.5	7297	ENSG00000105397.16	ENST00000525621.6	chr19	10350533	10380572	-
TYMS	NM_001071.4	7298	ENSG00000176890.16	ENST00000323274.15	chr18	657653	673578	+
TYR	NM_000372.5	7299	ENSG00000077498.9	ENST00000263321.6	chr11	89177875	89295759	+
TYRO3	NM_006293.4	7301	ENSG00000092445.12	ENST00000263798.8	chr15	41559212	41583589	+
TYROBP	NM_003332.4	7305	ENSG00000011600.12	ENST00000262629.9	chr19	35904403	35908295	-
TYRP1	NM_000550.3	7306	ENSG00000107165.13	ENST00000388918.10	chr9	12693385	12710285	+
U2AF1	NM_006758.3	7307	ENSG00000160201.12	ENST00000291552.9	chr21	43092956	43107570	-
UBA52	NM_001033930.3	7311	ENSG00000221983.8	ENST00000442744.7	chr19	18571857	18577550	+
UBB	NM_018955.4	7314	ENSG00000170315.14	ENST00000302182.8	chr17	16381091	16382740	+
UBC	NM_021009.7	7316	ENSG00000150991.16	ENST00000339647.6	chr12	124911646	124914650	-
UBA1	NM_003334.4	7317	ENSG00000130985.17	ENST00000335972.11	chr23	47193829	47215128	+
UBA7	NM_003335.3	7318	ENSG00000182179.13	ENST00000333486.4	chr3	49805209	49813953	-
UBE2A	NM_003336.4	7319	ENSG00000077721.17	ENST00000371558.7	chr23	119574563	119584423	+
UBE2B	NM_003337.4	7320	ENSG00000119048.9	ENST00000265339.7	chr5	134371569	134392108	+
UBE2D1	NM_003338.5	7321	ENSG00000072401.15	ENST00000373910.9	chr10	58335006	58370748	+
UBE2D2	NM_003339.3	7322	ENSG00000131508.17	ENST00000398733.8	chr5	139561339	139628434	+
UBE2D3	NM_181891.3	7323	ENSG00000109332.20	ENST00000453744.7	chr4	102794383	102827551	-
UBE2E1	NM_003341.5	7324	ENSG00000170142.12	ENST00000306627.8	chr3	23805955	23891640	+
UBE2E2	NM_152653.4	7325	ENSG00000182247.11	ENST00000396703.6	chr3	23203327	23591794	+
UBE2G1	NM_003342.5	7326	ENSG00000132388.13	ENST00000396981.7	chr17	4269259	4366675	-
UBE2G2	NM_003343.6	7327	ENSG00000184787.19	ENST00000345496.7	chr21	44768580	44801820	-
UBE2H	NM_003344.4	7328	ENSG00000186591.13	ENST00000355621.8	chr7	129830732	129952960	-
UBE2I	NM_003345.5	7329	ENSG00000103275.22	ENST00000397514.8	chr16	1309636	1327017	+
UBE2L3	NM_003347.4	7332	ENSG00000185651.16	ENST00000342192.9	chr22	21567714	21624034	+
UBE2N	NM_003348.4	7334	ENSG00000177889.10	ENST00000318066.7	chr12	93405684	93441947	-
UBE2V1	NM_001032288.3	7335	ENSG00000244687.13	ENST00000371674.8	chr20	50081124	50113150	-
UBE2V2	NM_003350.3	7336	ENSG00000169139.12	ENST00000523111.7	chr8	48008431	48064708	+
UBE3A	NM_130839.5	7337	ENSG00000114062.22	ENST00000648336.2	chr15	25333728	25439024	-
SUMO1	NM_003352.8	7341	ENSG00000116030.17	ENST00000392246.7	chr2	202206182	202238597	-
UBP1	NM_014517.5	7342	ENSG00000153560.12	ENST00000283629.8	chr3	33388336	33440405	-
UBTF	NM_014233.4	7343	ENSG00000108312.16	ENST00000436088.6	chr17	44205040	44219675	-
UCHL1	NM_004181.5	7345	ENSG00000154277.13	ENST00000284440.9	chr4	41256928	41268455	+
UCHL3	NM_006002.5	7347	ENSG00000118939.19	ENST00000377595.8	chr13	75549791	75606020	+
UPK1B	NM_006952.4	7348	ENSG00000114638.8	ENST00000264234.8	chr3	119173598	119205143	+
UCN	NM_003353.4	7349	ENSG00000163794.6	ENST00000296099.2	chr2	27307400	27308445	-
UCP1	NM_021833.5	7350	ENSG00000109424.4	ENST00000262999.4	chr4	140559431	140568961	-
UCP2	NM_003355.3	7351	ENSG00000175567.12	ENST00000663595.2	chr11	73974672	73982843	-
UCP3	NM_003356.4	7352	ENSG00000175564.13	ENST00000314032.9	chr11	74000277	74009085	-
UFD1	NM_005659.7	7353	ENSG00000070010.19	ENST00000263202.15	chr22	19449911	19479193	-
SLC35A2	NM_005660.3	7355	ENSG00000102100.16	ENST00000247138.11	chr23	48903183	48911646	-
SCGB1A1	NM_003357.5	7356	ENSG00000149021.7	ENST00000278282.3	chr11	62419033	62423195	+
UGCG	NM_003358.3	7357	ENSG00000148154.10	ENST00000374279.4	chr9	111896814	111935369	+
UGDH	NM_003359.4	7358	ENSG00000109814.12	ENST00000316423.11	chr4	39498755	39527439	-
UGP2	NM_006759.4	7360	ENSG00000169764.16	ENST00000337130.10	chr2	63841896	63891560	+
UGT2B4	NM_021139.3	7363	ENSG00000156096.15	ENST00000305107.7	chr4	69480165	69495905	-
UGT2B7	NM_001074.4	7364	ENSG00000171234.14	ENST00000305231.12	chr4	69096474	69112987	+
UGT2B10	NM_001075.6	7365	ENSG00000109181.12	ENST00000265403.12	chr4	68815994	68832023	+
UGT2B15	NM_001076.4	7366	ENSG00000196620.10	ENST00000338206.6	chr4	68646597	68670652	-
UGT2B17	NM_001077.4	7367	ENSG00000197888.3	ENST00000317746.3	chr4	68537173	68576322	-
UGT8	NM_001128174.3	7368	ENSG00000174607.12	ENST00000310836.11	chr4	114598807	114678225	+
UMOD	NM_003361.4	7369	ENSG00000169344.16	ENST00000396138.9	chr16	20333051	20352715	-
UCK2	NM_012474.5	7371	ENSG00000143179.16	ENST00000367879.9	chr1	165827614	165911618	+
UMPS	NM_000373.4	7372	ENSG00000114491.14	ENST00000232607.7	chr3	124730452	124749273	+
COL14A1	NM_021110.4	7373	ENSG00000187955.13	ENST00000297848.8	chr8	120125102	120373573	+
UNG	NM_080911.3	7374	ENSG00000076248.12	ENST00000242576.7	chr12	109097597	109110992	+
USP4	NM_003363.4	7375	ENSG00000114316.13	ENST00000265560.9	chr3	49277144	49340053	-
NR1H2	NM_007121.7	7376	ENSG00000131408.15	ENST00000253727.10	chr19	50376457	50383388	+
UPP1	NM_003364.4	7378	ENSG00000183696.14	ENST00000395564.9	chr7	48089265	48108736	+
UPK2	NM_006760.4	7379	ENSG00000110375.3	ENST00000264031.3	chr11	118956298	118958559	+
UPK3A	NM_006953.4	7380	ENSG00000100373.10	ENST00000216211.9	chr22	45284949	45295874	+
UQCRB	NM_006294.5	7381	ENSG00000156467.10	ENST00000287022.10	chr8	96222947	96235545	-
UQCRC1	NM_003365.3	7384	ENSG00000010256.12	ENST00000203407.6	chr3	48599002	48609646	-
UQCRC2	NM_003366.4	7385	ENSG00000140740.11	ENST00000268379.9	chr16	21953361	21983660	+
UQCRFS1	NM_006003.3	7386	ENSG00000169021.6	ENST00000304863.6	chr19	29205320	29213151	-
UQCRH	NM_006004.4	7388	ENSG00000173660.12	ENST00000311672.10	chr1	46303698	46316776	+
UROD	NM_000374.5	7389	ENSG00000126088.14	ENST00000246337.9	chr1	45012254	45015575	+
UROS	NM_000375.3	7390	ENSG00000188690.16	ENST00000368797.10	chr10	125788586	125823258	-
USF1	NM_007122.5	7391	ENSG00000158773.14	ENST00000368021.7	chr1	161039251	161045977	-
USF2	NM_003367.4	7392	ENSG00000105698.16	ENST00000222305.8	chr19	35268962	35279821	+
USP1	NM_003368.5	7398	ENSG00000162607.13	ENST00000339950.5	chr1	62437049	62451804	+
USH2A	NM_206933.4	7399	ENSG00000042781.14	ENST00000307340.8	chr1	215622891	216423448	-
CLRN1	NM_174878.3	7401	ENSG00000163646.12	ENST00000327047.6	chr3	150926567	150972727	-
UTRN	NM_007124.3	7402	ENSG00000152818.20	ENST00000367545.8	chr6	144285335	144853034	+
KDM6A	NM_001291415.2	7403	ENSG00000147050.18	ENST00000611820.5	chr23	44873188	45112779	+
UTY	NM_001258249.2	7404	ENSG00000183878.16	ENST00000545955.6	chr24	13248385	13480033	-
UVRAG	NM_003369.4	7405	ENSG00000198382.9	ENST00000356136.8	chr11	75815210	76144232	+
VARS1	NM_006295.3	7407	ENSG00000204394.13	ENST00000375663.8	chr6	31777518	31795752	-
VASP	NM_003370.4	7408	ENSG00000125753.15	ENST00000245932.11	chr19	45507479	45526983	+
VAV1	NM_005428.4	7409	ENSG00000141968.8	ENST00000602142.6	chr19	6772708	6857361	+
VAV2	NM_001134398.2	7410	ENSG00000160293.17	ENST00000371850.8	chr9	133761894	133992324	-
VBP1	NM_003372.7	7411	ENSG00000155959.12	ENST00000286428.7	chr23	155216460	155239841	+
VCAM1	NM_001078.4	7412	ENSG00000162692.12	ENST00000294728.7	chr1	100719742	100739045	+
VCL	NM_014000.3	7414	ENSG00000035403.18	ENST00000211998.10	chr10	73998116	74120169	+
VCP	NM_007126.5	7415	ENSG00000165280.18	ENST00000358901.11	chr9	35056064	35072625	-
VDAC1	NM_003374.3	7416	ENSG00000213585.11	ENST00000265333.8	chr5	133971871	134004975	-
VDAC2	NM_001391963.1	7417	ENSG00000165637.14	ENST00000332211.11	chr10	75210796	75231448	+
VDAC3	NM_005662.7	7419	ENSG00000078668.14	ENST00000022615.9	chr8	42391880	42405937	+
VDR	NM_000376.3	7421	ENSG00000111424.12	ENST00000549336.6	chr12	47841537	47904994	-
VEGFA	NM_003376.6	7422	ENSG00000112715.26	ENST00000672860.3	chr6	43770211	43786487	+
VEGFB	NM_003377.5	7423	ENSG00000173511.10	ENST00000309422.7	chr11	64234584	64239264	+
VEGFC	NM_005429.5	7424	ENSG00000150630.4	ENST00000618562.2	chr4	176683538	176792922	-
VGF	NM_003378.4	7425	ENSG00000128564.8	ENST00000249330.3	chr7	101162509	101165569	-
VHL	NM_000551.4	7428	ENSG00000134086.11	ENST00000256474.3	chr3	10141778	10153667	+
VIL1	NM_007127.3	7429	ENSG00000127831.11	ENST00000248444.10	chr2	218419123	218453295	+
EZR	NM_001111077.2	7430	ENSG00000092820.19	ENST00000367075.4	chr6	158765748	158819368	-
VIM	NM_003380.5	7431	ENSG00000026025.16	ENST00000544301.7	chr10	17228241	17237593	+
VIP	NM_003381.4	7432	ENSG00000146469.13	ENST00000367244.8	chr6	152750797	152759760	+
VIPR1	NM_004624.4	7433	ENSG00000114812.13	ENST00000325123.5	chr3	42502643	42537568	+
VIPR2	NM_003382.5	7434	ENSG00000106018.14	ENST00000262178.7	chr7	159028175	159144867	-
VLDLR	NM_003383.5	7436	ENSG00000147852.17	ENST00000382100.8	chr9	2621787	2660056	+
BEST1	NM_004183.4	7439	ENSG00000167995.17	ENST00000378043.9	chr11	61950351	61964461	+
VPREB1	NM_007128.4	7441	ENSG00000169575.5	ENST00000403807.4	chr22	22244786	22245515	+
TRPV1	NM_080704.4	7442	ENSG00000196689.13	ENST00000572705.2	chr17	3565446	3609411	-
VRK1	NM_003384.3	7443	ENSG00000100749.9	ENST00000216639.8	chr14	96797382	96881609	+
VRK2	NM_006296.7	7444	ENSG00000028116.18	ENST00000340157.9	chr2	58046806	58159871	+
VSNL1	NM_003385.5	7447	ENSG00000163032.12	ENST00000295156.9	chr2	17540696	17657018	+
VTN	NM_000638.4	7448	ENSG00000109072.14	ENST00000226218.9	chr17	28367284	28370307	-
VWF	NM_000552.5	7450	ENSG00000110799.14	ENST00000261405.10	chr12	5948877	6124670	-
WARS1	NM_004184.4	7453	ENSG00000140105.18	ENST00000392882.7	chr14	100333790	100375347	-
WAS	NM_000377.3	7454	ENSG00000015285.12	ENST00000376701.5	chr23	48683799	48691427	+
ZAN	NM_003386.3	7455	ENSG00000146839.19	ENST00000613979.5	chr7	100733595	100797797	+
WIPF1	NM_001375834.1	7456	ENSG00000115935.19	ENST00000679041.1	chr2	174559574	174597804	-
EIF4H	NM_022170.2	7458	ENSG00000106682.16	ENST00000265753.13	chr7	74174356	74197096	+
CLIP2	NM_003388.5	7461	ENSG00000106665.16	ENST00000223398.11	chr7	74289407	74405935	+
LAT2	NM_032464.3	7462	ENSG00000086730.17	ENST00000460943.6	chr7	74210006	74229834	+
